34227.449996974,1,17564594,18,585.65,-1
34227.595283027,1,17572155,14,585.64,-1
34227.608626385,1,17573984,18,585.5,1
34227.731684828,1,17592758,6,585.53,1
34227.731849051,3,17572155,14,585.64,-1
34227.732521213,1,17593372,4,585.53,1
34227.732533703,1,17593380,18,585.79,-1
34228.069763888,3,17593380,18,585.79,-1
34228.076445351,1,17630168,18,585.8,-1
34228.076486999,1,17630174,18,585.54,1
34228.977296262,1,17664948,10,585.79,-1
34228.977434098,3,17630174,18,585.54,1
34228.977444304,3,17592758,6,585.53,1
34228.977445276,3,17593372,4,585.53,1
34229.468992439,1,17682589,18,585.5,1
34229.469103907,3,17664948,10,585.79,-1
34229.482287293,1,17682924,18,585.77,-1
34229.582360137,3,17682589,18,585.5,1
34229.582361218,3,17682594,8,585.49,1
34229.950358396,1,17696306,18,585.49,1
34229.950512807,3,17682924,18,585.77,-1
34229.950532951,3,17682935,18,585.79,-1
34229.950534712,3,17682934,18,585.8,-1
34229.984817677,1,17698596,18,585.77,-1
34230.185672925,1,17708793,70,585.5,1
34230.185809299,3,17698596,18,585.77,-1
34230.185823624,3,17698599,18,585.78,-1
34230.185824209,3,17698600,18,585.79,-1
34230.26534354,1,17712744,8,585.52,1
34230.352536659,1,17715324,18,585.77,-1
34231.363620767,1,17746960,18,585.55,1
34231.364322465,3,17715324,18,585.77,-1
34231.364345473,3,17715329,18,585.78,-1
34231.364359872,3,17715338,18,585.8,-1
34231.437453602,1,17753844,18,585.78,-1
34231.74844703,1,17766530,18,585.77,-1
34231.748574392,3,17746960,18,585.55,1
34231.748576687,3,17712744,8,585.52,1
34231.780273498,1,17767360,100,585.52,1
34232.493236945,1,17789587,18,585.53,1
34232.493421468,3,17766530,18,585.77,-1
34232.507320896,1,17790217,18,585.77,-1
34232.799204526,3,17789587,18,585.53,1
34232.799220946,3,17790217,18,585.77,-1
34233.00537675,1,17804761,18,585.77,-1
34233.465320818,3,17767360,100,585.52,1
34233.465445276,3,17804761,18,585.77,-1
34233.465464358,3,17804769,18,585.8,-1
34233.465868311,1,17825130,18,585.53,1
34233.612153047,1,17830372,18,585.77,-1
34233.612319978,3,17825130,18,585.53,1
34233.615478295,1,17830943,12,585.74,-1
34233.75039403,1,17835363,18,585.53,1
34233.750574073,3,17830943,12,585.74,-1
34233.750602162,3,17830380,18,585.79,-1
34233.868678023,1,17838491,18,585.77,-1
34233.868847613,3,17835363,18,585.53,1
34233.868862593,3,17835367,8,585.52,1
34234.093000057,1,17848351,12,585.74,-1
34234.13930768,1,17850111,18,585.53,1
34234.279409487,1,17859734,18,585.72,-1
34234.27957654,3,17850111,18,585.53,1
34234.27959842,3,17850115,8,585.52,1
34234.35541262,1,17865030,100,585.55,1
34234.385689697,1,17866294,15,585.55,1
34234.385699607,1,17866295,100,585.56,1
34234.412403907,1,17867721,18,585.57,1
34234.541390391,3,17867721,18,585.57,1
34234.541406557,3,17866294,15,585.55,1
34234.554420572,1,17872089,16,585.53,1
34234.742684923,1,17878558,18,585.77,-1
34234.742826285,3,17872089,16,585.53,1
34234.74283818,3,17872093,18,585.5,1
34234.754309814,1,17879081,18,585.53,1
34235.438953097,3,17878558,18,585.77,-1
34235.438959651,3,17878563,2,585.79,-1
34235.438965836,3,17879081,18,585.53,1
34235.438967018,3,17879083,18,585.52,1
34235.438978997,3,17879087,16,585.5,1
34235.62807555,1,17908561,12,585.53,1
34235.707574115,1,17910678,18,585.77,-1
34235.925124202,1,17918246,18,585.56,1
34235.925284415,3,17910678,18,585.77,-1
34235.925285075,3,17910701,18,585.78,-1
34235.953491973,1,17919096,18,585.79,-1
34235.955210636,1,17919178,100,585.74,-1
34236.957173349,3,17918246,18,585.56,1
34237.023415106,1,17947447,18,585.54,1
34237.295363936,1,17957381,100,585.73,-1
34237.295497905,3,17947447,18,585.54,1
34237.295501279,3,17947453,18,585.52,1
34237.295515346,3,17947454,12,585.51,1
34237.32873423,1,17958344,12,585.54,1
34238.003059067,3,17958344,12,585.54,1
34238.003090749,3,17958347,18,585.53,1
34238.384242822,1,17997929,18,585.54,1
34239.262348214,1,18022350,18,585.73,-1
34239.262395866,1,18022357,18,585.72,-1
34239.262524039,3,17997934,18,585.53,1
34239.721464369,1,18033051,18,585.69,-1
34242.087393998,1,18091848,18,585.68,-1
34242.095295299,1,18092077,300,585.52,-1
34242.095603971,1,18092101,100,585.51,-1
34242.095740199,1,18092111,100,585.47,1
34242.126058021,1,18092945,100,585.5,-1
34242.281282536,3,18092945,100,585.5,-1
34242.320906583,1,18097822,6,585.49,-1
34242.391116126,1,18099252,18,585.37,1
34242.538131706,3,18097822,6,585.49,-1
34242.538133219,3,18097824,18,585.51,-1
34242.538135946,3,18097825,18,585.52,-1
34242.540036758,1,18102098,18,585.52,-1
34242.540075221,1,18102100,6,585.51,-1
34242.542601317,1,18102164,100,585.3,1
34242.935275142,3,18102100,6,585.51,-1
34243.161699972,1,18117815,18,585.52,-1
34243.161737757,1,18117818,18,585.51,-1
34243.453130097,3,18117818,18,585.51,-1
34243.467353715,1,18126374,18,585.52,-1
34243.467384164,1,18126376,18,585.51,-1
34243.678623646,1,18129982,19,585.3,1
34243.678719321,3,18126376,18,585.51,-1
34243.678727602,3,18126374,18,585.52,-1
34244.070699969,1,18138348,18,585.49,-1
34245.281721068,1,18173780,18,585.31,1
34245.281805592,1,18173787,100,585.31,1
34245.281874419,3,18138348,18,585.49,-1
34245.281887785,3,18138352,18,585.5,-1
34245.688976615,3,18173780,18,585.31,1
34245.694186907,1,18185336,19,585.32,1
34245.694267426,1,18185345,100,585.32,1
34246.689153933,3,18185336,19,585.32,1
34246.689431471,1,18206947,18,585.52,-1
34246.689441034,1,18206949,100,585.48,-1
34246.779265451,1,18210016,18,585.48,-1
34246.779299836,1,18210021,18,585.47,-1
34246.779330868,1,18210024,18,585.17,1
34246.779363521,1,18210025,18,585.45,-1
34246.945391973,3,18210025,18,585.45,-1
34246.94539349,3,18210021,18,585.47,-1
34246.945393865,3,18210016,18,585.48,-1
34246.945394681,3,18210024,18,585.17,1
34246.964670283,1,18214348,18,585.17,1
34247.097986134,1,18218461,18,585.5,-1
34247.098124694,3,18214348,18,585.17,1
34247.098144382,3,18214352,12,585.16,1
34247.340863245,1,18224214,18,585.19,1
34247.341026021,3,18218461,18,585.5,-1
34247.383864403,1,18225112,18,585.5,-1
34247.507574573,1,18226846,100,585.21,1
34247.510722493,1,18226913,18,585.21,1
34247.510752216,1,18226915,6,585.22,1
34247.530052989,1,18227280,100,585.51,-1
34247.544305082,1,18227609,100,585.23,1
34247.566058684,1,18228272,100,585.51,-1
34247.573167083,1,18228408,100,585.24,1
34247.573192316,1,18228411,18,585.79,-1
34247.594210031,1,18228927,100,585.76,-1
34247.598044896,1,18229080,18,585.73,-1
34247.620872939,1,18229784,100,585.32,1
34247.628944024,1,18230032,100,585.72,-1
34247.682128975,1,18231455,18,585.35,1
34247.738295225,1,18232862,100,585.71,-1
34247.902045434,1,18236207,18,585.62,1
34247.902157166,3,18231455,18,585.35,1
34247.90217879,3,18231460,6,585.33,1
34247.902232593,1,18236214,100,585.7,-1
34247.904658054,1,18236283,100,585.69,-1
34249.040078264,3,18236283,100,585.69,-1
34249.041758793,1,18258361,100,585.71,-1
34249.086375027,1,18259338,18,585.35,1
34249.492862272,1,18274323,18,585.38,1
34251.157902039,1,18313421,18,585.71,-1
34251.444029787,1,18321301,18,585.41,1
34251.444127395,3,18313421,18,585.71,-1
34251.831612892,3,18321301,18,585.41,1
34251.913754532,3,18258361,100,585.71,-1
34251.915508803,1,18332967,100,585.71,-1
34252.02093313,1,18336905,18,585.32,1
34252.02096984,1,18336929,18,585.33,1
34252.02103621,1,18336958,6,585.35,1
34252.021626408,3,18332967,100,585.71,-1
34252.022156013,1,18337445,100,585.69,1
34252.0223858,3,18230032,100,585.72,-1
34252.02317969,1,18337841,100,585.79,-1
34252.02318083,1,18337842,18,585.33,1
34252.024057375,1,18338230,18,585.36,1
34252.024204889,1,18338336,100,585.71,-1
34252.026773727,1,18339562,41,585.69,1
34252.027496543,1,18339856,100,585.72,-1
34252.027766693,1,18339944,100,585.71,-1
34252.028539752,1,18340168,100,585.71,-1
34252.029279954,3,18340168,100,585.71,-1
34252.029822902,1,18340495,100,585.79,-1
34252.031700628,1,18340899,100,585.78,-1
34252.033272664,3,18340899,100,585.78,-1
34252.034560856,3,18340495,100,585.79,-1
34252.11104533,1,18349474,100,585.69,-1
34252.12223549,1,18349906,100,585.68,1
34252.273287034,3,18349906,100,585.68,1
34252.501996264,3,18340138,100,585.68,1
34252.525746894,1,18360957,18,585.35,1
34252.740104901,1,18364553,18,585.36,1
34252.740154899,1,18364557,6,585.38,1
34253.196242217,3,18364557,6,585.38,1
34253.196264383,3,18364553,18,585.36,1
34253.530188041,1,18381088,18,585.77,-1
34253.634573129,1,18382475,18,585.77,-1
34253.634605531,1,18382476,18,585.76,-1
34253.634636411,1,18382478,18,585.33,1
34253.634673231,1,18382479,12,585.74,-1
34253.637172407,1,18382521,100,585.68,-1
34253.687804373,1,18383216,18,585.36,1
34254.526963951,3,18382521,100,585.68,-1
34254.527136131,3,18382479,12,585.74,-1
34254.52714833,3,18383216,18,585.36,1
34254.527151149,3,18383217,6,585.35,1
34254.527152184,3,18382478,18,585.33,1
34254.528583347,1,18400127,100,585.68,-1
34254.631582097,1,18401954,1000,585.65,-1
34256.190719401,1,18430075,18,585.32,1
34256.190756615,1,18430078,18,585.33,1
34256.190807809,1,18430082,6,585.35,1
34256.19319428,1,18430131,100,585.65,-1
34256.584770476,1,18435674,100,585.64,-1
34256.585924316,1,18435728,18,585.35,1
34256.585936731,1,18435729,100,585.36,1
34256.58596536,1,18435733,6,585.36,1
34256.750276532,3,18435729,100,585.36,1
34256.750383635,3,18435733,6,585.36,1
34256.750384117,3,18430082,6,585.35,1
34256.750399994,3,18435728,18,585.35,1
34256.960845789,1,18444308,18,585.35,1
34256.971417778,1,18445709,35,585.57,1
34256.972053393,1,18445746,100,585.64,-1
34256.972065621,1,18445749,14,585.33,1
34257.005572647,1,18446625,18,585.61,-1
34257.033394971,1,18447705,18,585.36,1
34257.130242807,3,18446625,18,585.61,-1
34257.130246705,3,18446627,18,585.62,-1
34257.130249903,3,18446630,18,585.63,-1
34257.130250421,3,18446631,12,585.64,-1
34257.635637197,1,18460556,18,585.62,-1
34257.725580772,1,18462798,18,585.39,1
34258.199928727,3,18460556,18,585.62,-1
34258.199929254,3,18460560,18,585.63,-1
34258.1999297,3,18460565,18,585.64,-1
34258.199942328,3,18462798,18,585.39,1
34258.199954264,3,18460564,12,585.65,-1
34258.199971706,3,18462803,6,585.38,1
34258.201899757,1,18475976,18,585.32,1
34258.201939596,1,18475980,18,585.33,1
34258.201977896,1,18475984,6,585.35,1
34258.779917044,1,18493677,18,585.62,-1
34258.780095812,3,18475984,6,585.35,1
34258.780098564,3,18475980,18,585.33,1
34259.263556695,1,18506481,18,585.35,1
34259.263726836,3,18493677,18,585.62,-1
34259.263748965,3,18493685,18,585.64,-1
34259.575196354,1,18514142,18,585.62,-1
34259.575371986,3,18506481,18,585.35,1
34259.575378773,3,18506484,18,585.34,1
34259.57539608,3,18506489,6,585.33,1
34259.705453799,1,18517387,18,585.35,1
34259.705624488,3,18514142,18,585.62,-1
34259.705630111,3,18514146,18,585.63,-1
34259.705635005,3,18514148,18,585.64,-1
34259.714077542,1,18518989,100,585.64,-1
34259.719379992,3,18518989,100,585.64,-1
34259.721910965,1,18521567,100,585.64,-1
34259.726523371,1,18522395,84,585.6,1
34259.729111006,1,18522880,100,585.64,-1
34259.729508202,1,18522935,100,585.64,-1
34259.729789444,1,18522971,100,585.64,-1
34259.729791913,1,18522973,100,585.64,-1
34259.730597142,3,18522973,100,585.64,-1
34259.730600451,3,18522935,40,585.64,-1
34259.732872091,1,18523236,100,585.63,-1
34259.878295675,3,18522857,100,585.51,1
34259.896127721,1,18528991,18,585.32,1
34259.896130213,1,18528992,100,585.33,1
34259.896164053,1,18528997,18,585.33,1
34259.896220718,1,18529001,6,585.35,1
34259.896303576,1,18529003,100,585.63,-1
34259.903313208,1,18529133,18,585.6,-1
34259.933302666,1,18529941,100,585.36,1
34259.933456906,1,18529953,100,585.63,-1
34259.967070246,1,18530637,18,585.39,1
34260.082464065,3,18529139,12,585.63,-1
34260.082480027,3,18530637,18,585.39,1
34260.190017253,1,18542740,18,585.32,1
34260.190049327,1,18542750,18,585.33,1
34260.1900905,1,18542764,18,585.35,1
34260.191908736,1,18542910,100,585.36,1
34260.191914426,1,18542911,2,585.36,1
34260.192087881,1,18542924,100,585.63,-1
34260.195460987,1,18543183,100,585.37,1
34260.195651584,1,18543197,100,585.63,-1
34260.350303399,3,18543183,100,585.37,1
34260.350472351,3,18542911,2,585.36,1
34260.748314925,1,18568743,18,585.35,1
34260.939909225,1,18577181,18,585.6,-1
34260.940046356,3,18568743,18,585.35,1
34260.940064642,3,18568747,18,585.34,1
34261.114892424,3,18577181,18,585.6,-1
34261.114893155,3,18577184,16,585.61,-1
34261.267491427,1,18590091,18,585.35,1
34261.342636256,1,18594434,18,585.6,-1
34261.383236614,3,18590091,18,585.35,1
34261.383237408,3,18590114,18,585.34,1
34261.383242087,3,18590119,18,585.33,1
34261.383242471,3,18590142,18,585.32,1
34261.504365576,1,18599524,18,585.33,1
34261.50454952,3,18594434,18,585.6,-1
34261.534739258,1,18600633,18,585.34,1
34261.80663996,1,18610124,18,585.6,-1
34261.806776323,3,18600633,18,585.34,1
34261.823916735,1,18610679,18,585.35,1
34261.824199062,1,18610723,2,585.36,1
34261.824211246,1,18610729,100,585.36,1
34261.824573955,1,18610930,100,585.63,-1
34261.826038405,3,18543197,34,585.63,-1
34261.826049243,3,18610930,100,585.63,-1
34261.828016366,1,18611712,100,585.64,-1
34261.828892354,1,18611807,100,585.58,1
34261.829204866,1,18611841,100,585.58,1
34261.83004683,1,18611900,100,585.6,1
34261.830207689,1,18611910,100,585.64,-1
34261.83075425,1,18611961,100,585.64,-1
34261.946245937,1,18616813,100,585.64,-1
34261.980313977,3,18611900,100,585.6,1
34262.264793162,3,18611841,100,585.58,1
34262.292950338,3,18611807,100,585.58,1
34262.347472593,3,18616813,100,585.64,-1
34262.347495148,3,18611961,89,585.64,-1
34262.708802955,1,18645927,18,585.32,1
34262.708847497,1,18645931,18,585.33,1
34262.708889487,1,18645933,18,585.35,1
34263.025275358,1,18655735,18,585.36,1
34263.029268535,1,18655962,100,585.63,-1
34263.612316413,1,18675995,18,585.37,1
34263.612379235,1,18676008,18,585.39,1
34263.613130924,3,18655962,100,585.63,-1
34263.614803009,1,18676119,100,585.63,-1
34264.211684199,1,18694938,35,585.59,1
34264.21267996,1,18695112,18,585.33,1
34264.214495961,3,18676119,100,585.63,-1
34264.216159784,1,18695364,100,585.63,-1
34264.257040523,1,18696557,18,585.34,1
34264.257093078,1,18696562,18,585.36,1
34264.257834777,3,18695364,100,585.63,-1
34264.25944627,1,18696632,100,585.63,-1
34264.536465521,3,18696562,18,585.36,1
34264.536467869,3,18696563,18,585.35,1
34264.611582456,1,18703383,18,585.35,1
34264.884055019,3,18703383,18,585.35,1
34264.884055412,3,18703385,18,585.34,1
34264.884055849,3,18703387,18,585.33,1
34265.012575191,1,18711138,100,585.62,-1
34265.697706312,1,18726212,18,585.35,1
34266.016257078,3,18711138,100,585.62,-1
34266.016390122,3,18726212,18,585.35,1
34266.016390644,3,18726217,18,585.34,1
34266.016414152,3,18726219,18,585.32,1
34266.056037004,1,18735561,18,585.35,1
34267.136875118,3,18696632,100,585.63,-1
34267.137012763,3,18735561,18,585.35,1
34267.137013234,3,18735562,18,585.34,1
34267.13702424,3,18735563,18,585.33,1
34267.13702524,3,18735566,18,585.32,1
34267.13865765,1,18759190,100,585.62,-1
34267.155097192,1,18759837,18,585.35,1
34270.021359911,3,18759190,100,585.62,-1
34270.021486547,3,18759837,18,585.35,1
34270.02150852,3,18759841,18,585.33,1
34270.023938369,1,18826632,80,585.43,-1
34270.085057253,1,18832369,18,585.35,1
34270.107440284,1,18833480,18,585.24,1
34270.231008544,1,18840084,100,585.31,1
34270.2324598,1,18840165,100,585.62,-1
34270.233933883,3,18840165,100,585.62,-1
34270.235534103,1,18840282,100,585.62,-1
34270.257407678,1,18840835,18,585.59,-1
34270.394294159,3,18840084,100,585.31,1
34270.394425398,3,18840835,18,585.59,-1
34270.394425867,3,18840840,18,585.61,-1
34270.394430125,3,18840841,18,585.62,-1
34270.59946132,1,18848157,18,585.23,1
34270.599502601,1,18848161,18,585.24,1
34270.600305445,3,18840282,100,585.62,-1
34270.601967383,1,18848243,100,585.64,-1
34271.029030492,1,18857695,200,585.29,1
34271.086869628,1,18859116,18,585.63,-1
34271.094170397,1,18859424,18,585.32,1
34271.247507601,3,18859116,18,585.63,-1
34271.850956071,1,18879462,200,585.34,1
34272.714961867,3,18848243,100,585.64,-1
34272.715074565,1,18899057,100,585.36,1
34272.71666182,1,18899085,100,585.64,-1
34272.821962399,1,18902482,18,585.38,1
34272.831316933,3,18899085,100,585.64,-1
34272.833504834,1,18905925,100,585.64,-1
34273.137327992,1,18916805,18,585.41,1
34273.258724107,1,18919198,18,585.63,-1
34273.25881242,3,18916805,18,585.41,1
34273.408912021,1,18923822,18,585.37,1
34273.409010038,3,18919198,18,585.63,-1
34273.688801716,1,18928927,100,585.38,1
34273.96974997,1,18934611,200,585.39,1
34273.978291626,1,18934846,18,585.4,1
34274.64402051,1,18948753,18,585.61,-1
34274.644169616,3,18934846,18,585.4,1
34274.646714937,1,18948889,100,585.45,1
34274.651451386,3,18948889,100,585.45,1
34274.651451386,1,18949054,100,585.51,1
34274.651682979,1,18949077,18,585.4,1
34276.520426834,3,18948753,18,585.61,-1
34276.520427588,3,18948754,18,585.62,-1
34276.520430296,3,18948756,18,585.63,-1
34276.520431607,3,18948758,18,585.64,-1
34276.520459978,3,18949077,18,585.4,1
34276.740756498,1,18992668,18,585.39,1
34276.771794098,3,18905925,100,585.64,-1
34276.773441361,1,18993161,100,585.63,-1
34277.37729475,1,19007953,18,585.4,1
34277.377502838,1,19007962,100,585.63,-1
34277.378089883,3,19007962,100,585.63,-1
34277.379774706,1,19008082,100,585.64,-1
34277.381977213,1,19008186,100,585.64,-1
34277.400647121,1,19009075,100,585.64,-1
34277.78867931,3,19007953,18,585.4,1
34277.788681693,3,18992668,18,585.39,1
34277.799145107,1,19027288,18,585.62,-1
34277.799237134,1,19027298,100,585.62,-1
